Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh]
05/28/19;17:00:00;42.94;38.99;38.99;31.58;-;42.17;-;38.99;38.86;42.94;40.1;40.34;42.94;-
05/28/19;18:00:00;44.01;38.94;38.94;33.58;-;42.29;-;38.94;41.61;44.01;42.56;42.56;44.01;-
05/28/19;19:00:00;43.1;38.93;38.93;41.91;-;42.64;-;38.93;43.21;43.1;44.82;44.82;43.1;-
05/28/19;20:00:00;44.12;38.36;38.36;31.29;-;43.1;-;38.36;43.13;44.12;45.37;46.09;44.12;-
05/28/19;21:00:00;42.75;38.4;38.4;30.79;-;41.79;-;38.4;41.35;42.75;42.5;42.5;42.75;-
05/28/19;22:00:00;38.77;38.65;38.65;38.77;-;38.77;-;37.53;40.18;38.77;40.17;40.17;38.77;-
05/28/19;23:00:00;34.07;34.07;34.07;34.07;-;34.07;-;33.25;36.21;34.07;36.53;36.53;34.07;-
05/29/19;00:00:00;34.4;34.4;34.4;34.4;-;34.4;-;16.95;34.35;34.4;33.5;33.5;34.4;-
05/29/19;01:00:00;33.07;33.07;33.07;33.07;-;33.07;-;11.73;32.4;33.07;31.53;31.53;33.07;-
05/29/19;02:00:00;30.57;30.57;30.57;30.57;-;30.57;-;15.63;31.63;30.57;29.75;29.75;30.57;-
05/29/19;03:00:00;30.97;30.97;30.97;28.4;-;30.8;-;14.91;31.75;30.48;30.1;30.1;30.48;-
05/29/19;04:00:00;32.05;32.05;32.05;23.53;-;32.88;-;13.36;32.08;30.32;30.01;30.01;30.32;-
05/29/19;05:00:00;33.27;33.27;33.27;30.63;-;33.1;-;32.47;34.02;32.77;32.93;32.93;32.77;-
05/29/19;06:00:00;42.87;42.87;42.87;34.73;-;41.05;-;38.52;43.91;41.32;42.93;42.93;41.32;-
05/29/19;07:00:00;49;49;49;42.4;-;47.67;-;47.82;45.71;47.8;50;50.13;47.8;-
05/29/19;08:00:00;50.87;50.87;50.87;46.45;-;50.62;-;49.65;46.24;50.32;52.52;54.62;50.32;-
05/29/19;09:00:00;47.92;47.92;47.92;45.81;-;47.8;-;46.77;45.83;50.47;49.5;52.55;47.92;-
05/29/19;10:00:00;46.41;46.41;46.41;38.92;-;45.97;-;45.3;43.58;46.41;46.48;49.67;46.41;-
05/29/19;11:00:00;45;45;45;38.39;-;44.65;-;43.92;43.19;45.86;45;48.77;45;-
05/29/19;12:00:00;40.89;40.89;40.89;40.89;-;40.89;-;39.91;41.29;42.29;43.12;46.47;40.89;-
05/29/19;13:00:00;39.9;39.9;39.9;39.9;-;39.9;-;38.94;40.44;43.77;41.5;46.62;39.9;-
05/29/19;14:00:00;39.92;39.92;39.92;39.92;-;39.92;-;38.96;39.1;45.69;39.58;48.11;39.92;-
05/29/19;15:00:00;38.29;38.29;38.29;38.29;-;38.29;-;37.37;38.82;45.69;39.36;49.41;38.29;-
05/29/19;16:00:00;40.53;40.53;40.53;33.35;-;40.15;-;39.56;40.22;45.86;40.3;51.9;40.53;-
05/29/19;17:00:00;45.52;45.52;45.52;41.01;-;45.24;-;44.43;43.34;45.17;44.6;48.7;45.17;-
05/29/19;18:00:00;50.27;50.27;50.27;40.89;-;49.63;-;49.06;44.97;48.54;46.64;50.71;48.54;-
05/29/19;19:00:00;53.43;53.43;53.43;45.33;-;51.89;-;52.14;44.72;51.92;48;52.52;51.92;-
05/29/19;20:00:00;53.92;53.92;53.92;38.95;-;52;-;52.62;44.61;51.66;48.1;54.88;51.66;-
05/29/19;21:00:00;47.76;47.76;47.76;38.65;-;47.13;-;46.62;44.48;48.15;45.59;48.91;45.98;-
05/29/19;22:00:00;40.77;40.77;40.77;40.77;-;40.77;-;31.82;40.12;40.77;41.25;41.6;40.77;-
05/29/19;23:00:00;34.55;34.55;34.55;34.55;-;34.55;-;31.41;35.78;34.55;35.01;37.22;34.55;-
05/30/19;00:00:00;32.1;16.98;16.98;32.1;-;32.1;-;16.98;31.78;32.1;29.9;33.13;32.1;-
05/30/19;01:00:00;28.41;28.41;28.41;28.6;-;29.3;-;24.15;28.6;28.48;26;27.96;28.48;-
05/30/19;02:00:00;22.89;22.89;22.89;24.54;-;30.71;-;22.04;24.89;23.5;22.29;22.29;23.5;-
05/30/19;03:00:00;11.44;11.44;11.44;14.7;-;26.76;-;11.44;22.19;12.64;21.37;21.37;12.64;-
05/30/19;04:00:00;4.63;4.52;4.52;8.6;-;23.36;-;4.52;20.85;5.58;19.23;19.23;5.58;-
05/30/19;05:00:00;5.06;5.06;5.06;8.25;-;20.17;-;5.06;18.27;5.59;17.52;17.52;5.59;-
05/30/19;06:00:00;3.83;3.83;3.83;8.4;-;24.89;-;3.83;16.21;32.1;21;25;5.51;-
05/30/19;07:00:00;8.89;8.89;8.89;12.04;-;31.38;-;8.89;21;50.04;24.01;44.96;10.2;-
05/30/19;08:00:00;10.44;10.44;10.44;13.58;-;31.38;-;10.44;23.39;55.5;30.93;52.5;11.66;-
05/30/19;09:00:00;4.5;4.5;4.5;10.78;-;33.11;-;4.5;21.41;51.56;21.72;51.43;5.62;-
05/30/19;10:00:00;0.24;0.24;0.24;9.16;-;36.07;-;2.46;20.05;48.86;19.62;45.91;0.24;-
05/30/19;11:00:00;2.15;2.15;2.15;10.95;-;36.04;-;2.15;17.42;45.6;22.89;45.2;2.15;-
05/30/19;12:00:00;2.23;2.23;2.23;13.92;-;36.51;-;2.23;15.3;41.86;36;42.58;5.82;-
05/30/19;13:00:00;0.03;0.03;0.03;10.06;-;35.51;-;0.79;9.38;41.27;33.46;41.11;0.07;-
05/30/19;14:00:00;0.1;0.1;0.1;7.43;-;34.84;-;0.58;5.81;44;22.34;42.23;2.66;-
05/30/19;15:00:00;2.24;2.24;2.24;7.03;-;31.38;-;2.24;8.09;44.88;25.42;41.77;4.07;-
05/30/19;16:00:00;7.18;7.18;7.18;10.79;-;29.9;-;7.18;14.08;45.33;15;44.02;8.85;-
05/30/19;17:00:00;25.1;25.1;25.1;22.46;-;29.1;-;24.5;24.6;44.99;25.02;41.25;25.1;-
05/30/19;18:00:00;30.14;30.14;30.14;27.23;-;34.49;-;29.42;31.21;48.87;31;41.57;30.14;-
05/30/19;19:00:00;35.01;35.01;35.01;34.24;-;36.17;-;19.97;34.2;50.85;34.31;47.36;35.01;-
05/30/19;20:00:00;35.84;35.84;35.84;35.04;-;37.02;-;4.76;34.39;55.22;35.08;52.5;35.84;-
05/30/19;21:00:00;36.79;36.79;36.79;35.98;-;38.01;-;6.75;34.86;50.36;34.74;44;36.79;-
05/30/19;22:00:00;40.34;37.87;37.87;40.34;-;40.34;-;7.41;34.94;46.3;34.67;37.75;40.34;-
05/30/19;23:00:00;36.69;36.69;36.69;36.69;-;36.69;-;4.12;32.11;36.69;31.53;32.83;36.69;-
05/31/19;00:00:00;32.02;32.02;32.02;32.02;-;32.02;-;2.39;30.57;32.02;32.88;32.88;32.02;-
05/31/19;01:00:00;29.49;29.49;29.49;29.49;-;29.49;-;2.26;29.17;29.49;29.02;29.02;29.49;-
05/31/19;02:00:00;27.08;27.08;27.08;27.33;-;28.38;-;2.38;27.65;27.18;27.17;27.17;27.18;-
05/31/19;03:00:00;27.19;27.19;27.19;26.28;-;28.6;-;2.02;27.35;27.19;26.42;26.42;27.19;-
05/31/19;04:00:00;27.95;27.95;27.95;27.22;-;29.07;-;1.61;28.59;27.95;26.99;26.99;27.95;-
05/31/19;05:00:00;29.07;29.07;29.07;29.07;-;29.07;-;10.1;29.72;29.07;29.2;29.2;29.07;-
05/31/19;06:00:00;35;35;35;35;-;35;-;34.16;33.86;35;35.5;37.08;35;-
05/31/19;07:00:00;41.05;41.05;41.05;41.05;-;41.05;-;40.06;39.08;53.23;41.08;50.98;41.05;-
05/31/19;08:00:00;41.49;41.49;41.49;41.49;-;41.49;-;40.49;39.67;56.41;41.88;54.07;41.49;-
05/31/19;09:00:00;39.78;39.78;39.78;39.78;-;39.78;-;38.83;37.54;54.56;38.6;53.01;39.78;-
05/31/19;10:00:00;37;37;37;37;-;37;-;37;35.21;50.16;35.67;48.93;37;-
05/31/19;11:00:00;35.63;35.63;35.63;35.63;-;35.63;-;35.63;34.1;49.74;35;47;35.63;-
05/31/19;12:00:00;34.17;34.82;34.82;34.17;-;34.17;-;34.82;33.15;44.15;34.12;46.53;34.17;-
05/31/19;13:00:00;30.51;32.77;32.77;30.51;-;30.51;-;32.77;31.94;43.24;32.7;44;30.51;-
05/31/19;14:00:00;30;30;30;30;-;30;-;30;30.79;45;31.3;42.07;30;-
05/31/19;15:00:00;29.14;29.14;29.14;29.14;-;29.14;-;29.14;30.76;46;31.07;42;29.14;-
05/31/19;16:00:00;29.79;29.79;29.79;27.29;-;33.51;-;29.79;31.39;47.99;31.9;42.02;29.79;-
05/31/19;17:00:00;37.67;37.67;37.67;28.45;-;37.04;-;36.77;35.67;40;36.6;42.78;37.67;-
05/31/19;18:00:00;41.03;41.03;41.03;34.76;-;40.6;-;40.05;39.62;41.03;41.9;44.53;41.03;-
05/31/19;19:00:00;46.38;46.38;46.38;38.14;-;45.8;-;45.27;41.18;44.92;44.91;48.09;44.92;-
05/31/19;20:00:00;48.23;48.23;48.23;35.06;-;47.26;-;46.39;41.35;48.1;46;53.42;46;-
05/31/19;21:00:00;45.67;45.67;45.67;38.79;-;45.19;-;44.57;41.46;44.39;45;47.51;44.39;-
05/31/19;22:00:00;43.98;43.98;43.98;43.98;-;43.98;-;42.93;41.95;43.98;42.3;42.3;43.98;-
05/31/19;23:00:00;40;40;40;40;-;40;-;33.21;37.07;40;37.7;37.7;40;-
06/01/19;00:00:00;33.63;33.63;33.63;33.63;-;33.63;-;15.63;36.28;33.63;36.92;36.92;33.63;-
06/01/19;01:00:00;31.03;31.03;31.03;31.03;-;31.03;-;13.1;32.03;31.03;32.5;32.5;31.03;-
06/01/19;02:00:00;28.23;28.23;28.23;28.23;-;28.23;-;6.86;30.69;28.23;29.3;29.3;28.23;-
06/01/19;03:00:00;27.62;27.62;27.62;21.63;-;27.62;-;4.93;29.92;26.61;28.3;28.3;26.61;-
06/01/19;04:00:00;25.53;25.53;25.53;19.13;-;27.29;-;3.92;29.52;24.58;26.27;26.27;24.58;-
06/01/19;05:00:00;23.14;23.14;23.14;21.09;-;27;-;4.98;29.43;22.9;24.66;24.66;22.9;-
06/01/19;06:00:00;25.8;25.8;25.8;21.34;-;28.8;-;17.02;29.6;25.09;26.01;26.01;25.09;-
06/01/19;07:00:00;27.55;27.55;27.55;26.79;-;31.51;-;22.39;31.08;27.56;28.7;29.62;27.56;-
06/01/19;08:00:00;29.61;29.61;29.61;30.14;-;32.16;-;29.61;31.73;29.61;30.01;31.78;29.61;-
06/01/19;09:00:00;28.68;28.68;28.68;29.95;-;34.69;-;28.68;29.92;28.69;28.89;30.96;28.69;-
06/01/19;10:00:00;26.42;26.42;26.42;27.99;-;33.83;-;26.42;27.97;26.42;27.01;29.2;26.42;-
06/01/19;11:00:00;25.28;25.28;25.28;26.93;-;32.74;-;25.28;26.92;25.7;24.98;26.95;25.7;-
06/01/19;12:00:00;26.69;26.69;26.69;27.89;-;32.05;-;26.69;25.21;27.02;24.56;25.46;27.02;-
06/01/19;13:00:00;22.4;22.4;22.4;24.06;-;30;-;22.4;23.51;22.54;22.85;23.69;22.54;-
06/01/19;14:00:00;18.33;18.33;18.33;20.85;-;29.9;-;18.33;21.62;18.39;21.61;22.14;18.39;-
06/01/19;15:00:00;24.71;24.71;24.71;25.77;-;29.5;-;24.71;24.32;24.91;22.96;23.93;24.91;-
06/01/19;16:00:00;27.57;27.57;27.57;27.57;-;27.57;-;26.91;26.71;27.57;24.88;26.93;27.57;-
06/01/19;17:00:00;29.09;29.09;29.09;29.09;-;29.09;-;29.09;30.74;29.09;28.95;31.15;29.09;-
06/01/19;18:00:00;36.95;36.95;36.95;33.37;-;36.87;-;33.04;38.27;36.41;34.68;37.04;36.41;-
06/01/19;19:00:00;40.15;40.15;40.15;40.15;-;40.15;-;32.7;40.81;40.15;38.7;40.9;40.15;-
06/01/19;20:00:00;41.8;41.01;41.01;34.08;-;41.8;-;30.08;41.87;40.9;40.01;44.98;40.9;-
06/01/19;21:00:00;40.94;38.41;38.41;34.38;-;40.94;-;32.29;42.06;40.11;40.49;43.56;40.11;-
06/01/19;22:00:00;40.36;40.36;40.36;40.36;-;40.36;-;32.02;40.95;40.36;39.55;39.55;40.36;-
06/01/19;23:00:00;37.6;37.6;37.6;37.6;-;37.6;-;20.77;37.16;37.6;34.83;34.83;37.6;-
06/02/19;00:00:00;28.54;28.54;28.54;27.03;-;28.49;-;4.99;29.31;28.3;27.97;27.97;28.3;-
06/02/19;01:00:00;29;29;29;28.55;-;28.99;-;4.76;28.51;28.93;24.53;24.53;28.93;-
06/02/19;02:00:00;29.11;29.11;29.11;27.5;-;31.52;-;3.55;27.17;28.68;21.7;21.7;28.68;-
06/02/19;03:00:00;28.03;28.03;28.03;18.08;-;32.88;-;2.85;24.05;26.08;19.55;19.55;26.08;-
06/02/19;04:00:00;27.79;27.79;27.79;12.95;-;27.5;-;2.3;21.93;25.44;15;15;25.44;-
06/02/19;05:00:00;25.2;25.2;25.2;10.39;-;24.52;-;2.96;20.02;22.89;10.2;10.2;22.89;-
06/02/19;06:00:00;24.79;24.79;24.79;6.42;-;23.98;-;4.77;18.85;21.95;11.97;11.97;21.95;-
06/02/19;07:00:00;23.31;23.31;23.31;11.73;-;22.74;-;22.64;18.73;23.31;15;15;23.31;-
06/02/19;08:00:00;25.22;25.22;25.22;13.74;-;27.5;-;25.22;21.91;25.22;18.1;18.32;25.22;-
06/02/19;09:00:00;19.38;29.91;29.91;13.86;-;28.54;-;29.91;20.85;19.38;17.2;19.73;19.38;-
06/02/19;10:00:00;11.76;30.94;30.94;11.76;-;11.76;-;30.94;16.46;11.76;15;18.32;11.76;-
06/02/19;11:00:00;11.9;30.07;30.07;11.9;-;11.9;-;30.07;17.07;11.9;13.4;18.12;11.9;-
06/02/19;12:00:00;8.91;24.97;24.97;8.91;-;8.91;-;24.97;13.28;8.91;9.2;14.15;8.91;-
06/02/19;13:00:00;3.5;20;20;3.5;-;3.5;-;20;2.01;3.5;-2.77;10.11;3.5;-
06/02/19;14:00:00;-9.02;16.34;16.34;-9.02;-;-9.02;-;16.34;-1.47;0.07;-5.23;10.11;-9.02;-
06/02/19;15:00:00;-0.48;20.03;20.03;-0.48;-;-0.48;-;20.03;1.05;-0.48;-2.5;10.53;-0.48;-
06/02/19;16:00:00;3.5;24.17;24.17;3.5;-;3.5;-;24.17;8.05;3.5;6.16;16.43;3.5;-
06/02/19;17:00:00;23.49;30.53;31.28;18.79;-;30.27;-;31.28;23.54;23.49;21.39;26.22;23.49;-
06/02/19;18:00:00;31.24;31.24;32.49;25.82;-;31.74;-;32.49;30.89;31.24;29.62;31.92;31.24;-
06/02/19;19:00:00;37.41;37.41;36.21;37.41;-;37.41;-;36.21;34.92;37.41;36;37.93;37.41;-
06/02/19;20:00:00;38.13;37.71;37.71;38.13;-;38.13;-;37.22;36.45;38.13;37.89;41.53;38.13;-
06/02/19;21:00:00;37.14;36.09;36.09;37.14;-;37.14;-;36.09;34.75;37.14;35.3;38.18;37.14;-
06/02/19;22:00:00;37.12;36.94;36.94;37.12;-;37.12;-;35.36;33.04;37.12;32.75;32.75;37.12;-
06/02/19;23:00:00;29.85;29.85;29.85;29.85;-;29.85;-;29.85;30.73;29.85;27.9;27.9;29.85;-
06/03/19;00:00:00;26.57;26.57;26.57;26.61;-;26.8;-;25.93;23.31;26.58;21.11;21.11;26.58;-
06/03/19;01:00:00;23.34;23.34;23.34;23.34;-;23.51;-;22.78;19.45;23.36;16.4;16.4;23.36;-
06/03/19;02:00:00;20.78;20.78;20.78;20.78;-;20.78;-;20.78;18.14;20.78;15.49;15.49;20.78;-
06/03/19;03:00:00;19.97;19.97;19.97;17.71;-;19.84;-;19.97;15.97;19.97;15.63;15.63;19.97;-
06/03/19;04:00:00;19.64;19.64;19.64;14.51;-;19.33;-;19.17;20.04;19.64;19.59;19.59;19.64;-
06/03/19;05:00:00;24.04;24.04;24.04;21.16;-;23.87;-;24.04;28.07;24.04;25.03;25.03;24.04;-
06/03/19;06:00:00;40.62;40.62;40.62;22.24;-;39.22;-;40.62;36.7;40.62;36.17;36.17;40.62;-
06/03/19;07:00:00;44.92;44.92;44.92;41.46;-;44.64;-;44.92;42.74;44.92;43.37;44.2;44.92;-
06/03/19;08:00:00;45.02;45.02;45.02;45.02;-;45.02;-;45.02;43.3;45.02;42.9;43.86;45.02;-
06/03/19;09:00:00;41.81;41.81;41.81;41.81;-;41.81;-;41.81;41.78;41.81;40.26;41.59;41.81;-
06/03/19;10:00:00;39.36;39.36;39.36;39.36;-;39.36;-;39.36;39.69;39.36;38.24;39.85;39.36;-
06/03/19;11:00:00;37.71;37.71;37.71;37.71;-;37.71;-;37.71;39.08;37.71;37.81;40.01;37.71;-
06/03/19;12:00:00;36.25;36.25;36.25;36.25;-;36.25;-;36.25;37.61;36.25;37.63;40.94;36.25;-
06/03/19;13:00:00;35.46;35.46;35.46;35.46;-;35.46;-;35.46;36.05;41.63;35.28;40.34;35.46;-
06/03/19;14:00:00;35.23;35.23;35.23;35.23;-;35.23;-;35.23;34.89;36.9;34.9;40.01;35.23;-
06/03/19;15:00:00;35.68;35.68;35.68;35.68;-;35.68;-;35.68;35.8;44.1;35.1;39.86;35.68;-
06/03/19;16:00:00;35.69;35.69;35.69;35.69;-;35.69;-;35.69;37.23;36.1;37.2;40.44;35.69;-
06/03/19;17:00:00;42.97;42.97;42.97;38.13;-;42.1;-;42.97;40.85;42.97;42.7;42.97;42.97;-
06/03/19;18:00:00;45.42;45.42;45.42;45.42;-;45.42;-;45.42;43.7;45.42;46.73;47.56;45.42;-
06/03/19;19:00:00;50.5;50.5;50.5;50.5;-;50.5;-;49.29;46.05;50.5;49;51.48;50.5;-
06/03/19;20:00:00;48.98;48.98;48.98;48.91;-;48.98;-;47.81;45.96;57.06;50.43;56.54;48.97;-
06/03/19;21:00:00;48.35;48.35;48.35;44.94;-;48.12;-;47.19;45.19;47.9;48.45;51.07;47.9;-
06/03/19;22:00:00;45.96;45.96;45.96;45.96;-;45.96;-;44.86;41.93;45.96;43.69;44.43;45.96;-
06/03/19;23:00:00;41.4;41.4;41.4;41.4;-;41.4;-;40.41;38.99;41.4;38.48;38.48;41.4;-
06/04/19;00:00:00;34.74;34.74;34.74;34.74;-;34.74;-;2.91;37.78;34.74;35.8;35.8;34.74;-
06/04/19;01:00:00;32.99;32.99;32.99;32.99;-;32.99;-;3;34.77;32.99;34.34;34.34;32.99;-
06/04/19;02:00:00;31.86;31.86;31.86;31.86;-;31.86;-;3.21;33.69;31.86;32.98;32.98;31.86;-
06/04/19;03:00:00;31.21;31.21;31.21;28.28;-;30.99;-;3.22;32.96;30.69;31.4;31.4;30.69;-
06/04/19;04:00:00;32.83;32.83;32.83;24.49;-;32.23;-;2.92;33.25;31.32;31.19;31.19;31.32;-
06/04/19;05:00:00;33.91;33.91;33.91;25.14;-;33.29;-;19.99;34.3;33.91;33.59;33.59;33.91;-
06/04/19;06:00:00;42.95;42.95;42.95;30.74;-;42;-;42.95;42.58;40.96;44.4;44.4;40.96;-
06/04/19;07:00:00;50.29;50.29;50.29;37.98;-;41.9;-;50.29;46.04;47.18;52.47;53.3;47.18;-
06/04/19;08:00:00;55.43;55.43;55.43;47.69;-;54.7;-;55.43;49.72;54.3;50;52.83;54.3;-
06/04/19;09:00:00;46.93;46.93;46.93;46.93;-;46.93;-;46.93;46;47;45.36;48.76;46.93;-
06/04/19;10:00:00;42.24;42.24;42.24;42.24;-;42.24;-;42.24;42.71;42.24;42.1;44.16;42.24;-
06/04/19;11:00:00;41;41;41;41;-;41;-;41;40.38;41;39.73;42.35;41;-
06/04/19;12:00:00;37.56;37.56;37.56;37.56;-;37.56;-;37.56;38.38;37.56;38.63;41.59;37.56;-
06/04/19;13:00:00;36.5;36.5;36.5;36.5;-;36.5;-;36.5;37.81;36.5;37.35;40.61;36.5;-
06/04/19;14:00:00;35.19;35.19;35.19;35.19;-;35.19;-;35.19;37.28;37.1;37;39.52;35.19;-
06/04/19;15:00:00;34.47;34.47;34.47;34.47;-;34.47;-;34.47;37.06;37.11;37;39.38;34.47;-
06/04/19;16:00:00;36.65;36.65;36.65;36.65;-;36.65;-;36.65;37.89;36.89;38.2;39.38;36.65;-
06/04/19;17:00:00;42.92;42.92;42.92;30.03;-;41.86;-;42.92;42.79;42.92;43.8;43.8;42.92;-
06/04/19;18:00:00;45.13;45.13;45.13;39.39;-;45.13;-;45.13;44.61;44.94;45.52;47.35;44.94;-
06/04/19;19:00:00;46.17;46.17;46.17;43.05;-;46.17;-;46.17;45.87;45.68;48;50.21;45.68;-
06/04/19;20:00:00;44.72;44.72;44.72;37.28;-;44.72;-;44.72;44.95;45.45;45;54.77;44.72;-
06/04/19;21:00:00;38.28;38.28;38.28;38.28;-;38.28;-;38.28;40.91;40;40.91;48.78;38.28;-
06/04/19;22:00:00;33.83;33.83;33.83;33.83;-;33.83;-;33.83;37.36;36.89;37.27;37.27;33.83;-
06/04/19;23:00:00;28.01;28.01;28.01;28.01;-;28.01;-;27.34;31.01;28.01;30.8;30.93;28.01;-
06/05/19;00:00:00;27.48;26.82;26.82;27.48;-;27.48;-;26.82;28.09;27.48;27.02;27.02;27.48;-
06/05/19;01:00:00;26.06;25.23;25.23;26.06;-;26.06;-;25.23;25.92;26.06;25.7;25.7;26.06;-
06/05/19;02:00:00;24.55;19.96;19.96;24.55;-;24.55;-;19.96;25.04;24.55;23.81;23.81;24.55;-
06/05/19;03:00:00;24.54;16.13;16.13;24.54;-;24.54;-;16.13;24.53;24.54;23.01;23.01;24.54;-
06/05/19;04:00:00;25.31;6.08;6.08;25.31;-;25.31;-;6.08;24.68;25.31;24.05;24.05;25.31;-
06/05/19;05:00:00;27.75;20.41;20.41;24.6;-;27.53;-;20.41;27.61;27.75;27.05;27.05;27.75;-
06/05/19;06:00:00;37.52;32.52;32.52;27.46;-;36.66;-;32.52;37.2;38.7;38.08;38.08;37.52;-
06/05/19;07:00:00;44.51;43.44;43.44;37.14;-;44.27;-;43.44;43.38;45.4;44.89;47.93;44.51;-
06/05/19;08:00:00;44.99;35.98;44.99;44.99;-;44.99;-;44.99;45.7;70;48.5;52.08;44.99;-
06/05/19;09:00:00;43.97;43.97;43.97;43.97;-;43.97;-;43.97;42.73;57.77;44.51;53.65;43.97;-
06/05/19;10:00:00;41.38;41.38;41.38;41.38;-;41.38;-;41.38;39.3;52.22;39.93;48.02;41.38;-
06/05/19;11:00:00;40.46;40.46;40.46;40.46;-;40.46;-;40.46;38.13;51.15;38.16;46.01;40.46;-
06/05/19;12:00:00;38.85;38.85;38.85;38.85;-;38.85;-;38.85;36.37;42.95;36.62;41.59;38.85;-
06/05/19;13:00:00;36.32;36.32;36.32;36.32;-;36.32;-;36.32;34.91;39.9;34.95;37;36.32;-
06/05/19;14:00:00;36.19;36.19;36.19;36.19;-;36.19;-;36.19;34.07;36.19;34.2;34.44;36.19;-
06/05/19;15:00:00;38.01;38.01;38.01;38.01;-;38.01;-;38.01;34.22;38.01;34.12;34.51;38.01;-
06/05/19;16:00:00;39;39;39;39;-;39;-;38.93;35.46;39;35.7;35.7;39;-
06/05/19;17:00:00;43.45;43.45;43.45;41.37;-;43.37;-;43.45;40.27;43.45;41.37;41.37;43.45;-
06/05/19;18:00:00;48.28;48.28;48.28;43.92;-;48.28;-;48.28;42.8;47.65;44.97;44.97;47.65;-
06/05/19;19:00:00;56.52;56.52;56.52;44.07;-;56.52;-;56.52;44.88;54.68;47.81;47.81;54.68;-
06/05/19;20:00:00;49.41;49.41;49.41;33.88;-;49.41;-;48.22;44.33;47.1;45.97;48.97;47.1;-
06/05/19;21:00:00;43.68;43.68;43.68;31.08;-;43.22;-;31.45;40.55;43.68;41.92;43.69;43.68;-
06/05/19;22:00:00;39.99;34.57;34.57;39.99;-;39.99;-;26.92;36.87;39.99;37.06;37.06;39.99;-
06/05/19;23:00:00;32.09;32.09;32.09;32.09;-;32.09;-;6.53;31.77;32.09;31.26;31.26;32.09;-
06/06/19;00:00:00;28.5;28.5;28.5;28.5;-;28.5;-;2.19;29.28;28.5;31.26;28.92;28.5;-
06/06/19;01:00:00;26.5;26.5;26.5;26.5;-;26.5;-;2.7;27.49;26.5;31.26;25.44;26.5;-
06/06/19;02:00:00;24.64;24.64;24.64;24.64;-;24.64;-;2.42;26.19;24.64;24;24;24.64;-
06/06/19;03:00:00;24.03;24.03;24.03;24.03;-;24.03;-;2.38;26.1;24.03;22.97;22.97;24.03;-
06/06/19;04:00:00;24.06;24.06;24.06;24.06;-;24.06;-;1.83;25.84;24.06;22.51;22.51;24.06;-
06/06/19;05:00:00;27.54;26.22;26.22;27.54;-;27.54;-;2.39;26.77;27.54;25.29;25.29;27.54;-
06/06/19;06:00:00;32.16;32.16;32.16;32.16;-;32.16;-;8.62;33.77;32.16;34.17;34.65;32.16;-
06/06/19;07:00:00;40.73;33.43;33.43;40.73;-;40.73;-;6.84;39.24;40.73;38.83;43.9;40.73;-
06/06/19;08:00:00;42.91;33.72;33.72;42.91;-;42.91;-;12.36;40.63;42.91;40.78;49.96;42.91;-
06/06/19;09:00:00;39.93;33.5;33.5;39.93;-;39.93;-;19.98;39.59;39.93;39;49.29;39.93;-
06/06/19;10:00:00;34.11;33.02;33.02;34.11;-;34.11;-;23.12;37.43;34.11;36.14;44.32;34.11;-
06/06/19;11:00:00;33.62;32.54;32.54;33.62;-;33.62;-;20.31;36.78;35;35;49.4;33.62;-
06/06/19;12:00:00;32.31;31.27;31.27;32.31;-;32.31;-;11.1;34.58;37.1;33.04;47.79;32.31;-
06/06/19;13:00:00;32;30.98;30.98;32;-;32;-;7.43;33.31;36.1;32.1;46.91;32;-
06/06/19;14:00:00;32;30.98;30.98;32;-;32;-;4.87;33.33;35;31.5;47.17;32;-
06/06/19;15:00:00;32.53;30.92;30.92;32.53;-;32.53;-;4.21;32.44;35;31.54;42.97;32.53;-
06/06/19;16:00:00;33.58;30.91;30.91;33.58;-;33.58;-;4.23;32.45;35;32;42.02;33.58;-
06/06/19;17:00:00;35.76;31.87;31.87;35.76;-;35.76;-;8.89;37.22;35.76;37.83;41.09;35.76;-
06/06/19;18:00:00;42.98;32.1;32.1;35.98;-;42.75;-;13.04;40.15;42.98;41.26;44.82;42.98;-
06/06/19;19:00:00;52.04;37.2;37.2;39.07;-;51.62;-;14.52;41.33;49.93;45.72;50.61;49.93;-
06/06/19;20:00:00;59.09;37.2;37.2;39.17;-;58.43;-;12.11;41.83;57.4;49.06;53.53;57.4;-
06/06/19;21:00:00;55.3;43.69;43.69;34.34;-;54.6;-;13.49;42.05;51.46;48.17;48.47;51.46;-
06/06/19;22:00:00;47.73;41.55;41.55;41.81;-;47.66;-;10.46;43.18;46.48;44;44;46.48;-
06/06/19;23:00:00;41.47;31.42;31.42;37.54;-;41.4;-;7.52;37.56;41;38.25;38.25;41;-
06/07/19;00:00:00;40.41;29.82;29.82;35.77;-;40.38;-;7.87;36.07;40.05;38.25;36.87;40.05;-
06/07/19;01:00:00;34.15;29.34;29.34;23.06;-;34.05;-;10.92;32.98;34.15;38.25;33.06;34.15;-
06/07/19;02:00:00;32.46;29.15;29.15;21.72;-;32.46;-;10.75;31.19;32.46;31.01;31.01;32.46;-
